Reference,Year,Full.Reference,peer.review,search,Location,USA,Global.Region,Method,Conventional..Molecular..or.Immunologic,MDL.ALOD.LOD,Below.MDL,MDL.units,Sample.Volume,kingdom,class,order,family,genius,Animal.common.name,Animal.Latin.Name,Animal.Extras,Free.captive,Pathogen1,Pathogen,Pathotype.Bin.2,medium,Presence,Enumerated,Enum.Stats,Censored.Data,Presence.Absence,Total,percent,Individual.Sample,Mean,Geometric.mean,Standard.deviation,Median,Min,Max,X95..low,X95..high,units,Notes,Notes.1,CenMedianLow,CenMedianHigh,CenMinLow,CenMinHigh,CenMaxLow,CenMaxHigh,log10mean,log10SD,GRADES,GRADES_Score
Allen et al.,2010,Allen et al. 2010,Yes,Google Scholar,"Canada, Ontario, landfill",no,North America,culture broth and plate,Conventional,NA,NA,,NA,Animal,Mammal,Rodentia,Muridae,Mus,House mouse,Mus musculus,,free,Escherichia coli,Escherichia coli,,feces,yes,no,,,6,6,NA,,,NA,NA,NA,,,NA,NA,,Has more information on antibiotic resistance,,NA,NA,NA,NA,NA,NA,NA,NA,Moderate,2
Allen et al.,2010,Allen et al. 2010,Yes,Google Scholar,"Canada, Ontario, residential",no,North America,culture broth and plate,Conventional,NA,NA,,NA,Animal,Mammal,Rodentia,Muridae,Mus,House mouse,Mus musculus,,free,Escherichia coli,Escherichia coli,,feces,yes,no,,,4,7,NA,,,NA,NA,NA,,,NA,NA,,Has more information on antibiotic resistance,,NA,NA,NA,NA,NA,NA,NA,NA,Moderate,2
Allen et al.,2010,Allen et al. 2010,Yes,Google Scholar,"Canada, Ontario, swine farm",no,North America,culture broth and plate,Conventional,NA,NA,,NA,Animal,Mammal,Rodentia,Muridae,Mus,House mouse,Mus musculus,,free,Escherichia coli,Escherichia coli,,feces,yes,no,,,43,52,NA,,,NA,NA,NA,,,NA,NA,,Has more information on antibiotic resistance,,NA,NA,NA,NA,NA,NA,NA,NA,Moderate,2
Allen et al.,2010,Allen et al. 2010,Yes,Google Scholar,"Canada, Ontario",no,North America,culture broth and plate,Conventional,NA,NA,,NA,Animal,Mammal,Rodentia,Cricetidae,Microtus,Meadow vole,Microtus pennsylvanicus,,free,Escherichia coli,Escherichia coli,,feces,yes,no,,,1,6,NA,,,NA,NA,NA,,,NA,NA,,Has more information on antibiotic resistance,,NA,NA,NA,NA,NA,NA,NA,NA,Moderate,2
Allen et al.,2010,Allen et al. 2010,Yes,Google Scholar,"Canada, Ontario, landfill",no,North America,culture broth and plate,Conventional,NA,NA,,NA,Animal,Mammal,Rodentia,Cricetidae,Microtus,Meadow vole,Microtus pennsylvanicus,,free,Escherichia coli,Escherichia coli,,feces,yes,no,,,1,2,NA,,,NA,NA,NA,,,NA,NA,,Has more information on antibiotic resistance,,NA,NA,NA,NA,NA,NA,NA,NA,Moderate,2
Allen et al.,2010,Allen et al. 2010,Yes,Google Scholar,"Canada, Ontario, natural",no,North America,culture broth and plate,Conventional,NA,NA,,NA,Animal,Mammal,Rodentia,Cricetidae,Microtus,Meadow vole,Microtus pennsylvanicus,,free,Escherichia coli,Escherichia coli,,feces,yes,no,,,ND,2,NA,,,NA,NA,NA,,,NA,NA,,Has more information on antibiotic resistance,,NA,NA,NA,NA,NA,NA,NA,NA,Moderate,2
Allen et al.,2010,Allen et al. 2010,Yes,Google Scholar,"Canada, Ontario, residential",no,North America,culture broth and plate,Conventional,NA,NA,,NA,Animal,Mammal,Rodentia,Cricetidae,Microtus,Meadow vole,Microtus pennsylvanicus,,free,Escherichia coli,Escherichia coli,,feces,yes,no,,,ND,1,NA,,,NA,NA,NA,,,NA,NA,,Has more information on antibiotic resistance,,NA,NA,NA,NA,NA,NA,NA,NA,Moderate,2
Allen et al.,2010,Allen et al. 2010,Yes,Google Scholar,"Canada, Ontario, swine farm",no,North America,culture broth and plate,Conventional,NA,NA,,NA,Animal,Mammal,Rodentia,Cricetidae,Microtus,Meadow vole,Microtus pennsylvanicus,,free,Escherichia coli,Escherichia coli,,feces,yes,no,,,ND,1,NA,,,NA,NA,NA,,,NA,NA,,Has more information on antibiotic resistance,,NA,NA,NA,NA,NA,NA,NA,NA,Moderate,2
Allen et al.,2010,Allen et al. 2010,Yes,Google Scholar,"Canada, Ontario",no,North America,culture broth and plate,Conventional,NA,NA,,NA,Animal,Mammal,Rodentia,Cricetidae,Peromyscus,,"Peromyscus maniculatus, Peromyscus leucopus","deer mouse, whitefooted mouse",free,Escherichia coli,Escherichia coli,,feces,yes,no,,,74,171,NA,,,NA,NA,NA,,,NA,NA,,Has more information on antibiotic resistance,,NA,NA,NA,NA,NA,NA,NA,NA,Moderate,2
Allen et al.,2010,Allen et al. 2010,Yes,Google Scholar,"Canada, Ontario, landfill",no,North America,culture broth and plate,Conventional,NA,NA,,NA,Animal,Mammal,Rodentia,Cricetidae,Peromyscus,,"Peromyscus maniculatus, Peromyscus leucopus","deer mouse, whitefooted mouse",free,Escherichia coli,Escherichia coli,,feces,yes,no,,,10,18,NA,,,NA,NA,NA,,,NA,NA,,Has more information on antibiotic resistance,,NA,NA,NA,NA,NA,NA,NA,NA,Moderate,2
Allen et al.,2010,Allen et al. 2010,Yes,Google Scholar,"Canada, Ontario, natural",no,North America,culture broth and plate,Conventional,NA,NA,,NA,Animal,Mammal,Rodentia,Cricetidae,Peromyscus,,"Peromyscus maniculatus, Peromyscus leucopus","deer mouse, whitefooted mouse",free,Escherichia coli,Escherichia coli,,feces,yes,no,,,15,31,NA,,,NA,NA,NA,,,NA,NA,,Has more information on antibiotic resistance,,NA,NA,NA,NA,NA,NA,NA,NA,Moderate,2
Allen et al.,2010,Allen et al. 2010,Yes,Google Scholar,"Canada, Ontario, residential",no,North America,culture broth and plate,Conventional,NA,NA,,NA,Animal,Mammal,Rodentia,Cricetidae,Peromyscus,,"Peromyscus maniculatus, Peromyscus leucopus","deer mouse, whitefooted mouse",free,Escherichia coli,Escherichia coli,,feces,yes,no,,,42,109,NA,,,NA,NA,NA,,,NA,NA,,Has more information on antibiotic resistance,,NA,NA,NA,NA,NA,NA,NA,NA,Moderate,2
Allen et al.,2010,Allen et al. 2010,Yes,Google Scholar,"Canada, Ontario, swine farm",no,North America,culture broth and plate,Conventional,NA,NA,,NA,Animal,Mammal,Rodentia,Cricetidae,Peromyscus,,"Peromyscus maniculatus, Peromyscus leucopus","deer mouse, whitefooted mouse",free,Escherichia coli,Escherichia coli,,feces,yes,no,,,7,13,NA,,,NA,NA,NA,,,NA,NA,,Has more information on antibiotic resistance,,NA,NA,NA,NA,NA,NA,NA,NA,Moderate,2
Allen et al.,2010,Allen et al. 2010,Yes,Google Scholar,"Canada, Ontario",no,North America,culture broth and plate,Conventional,NA,NA,,NA,Animal,Mammal,Soricomorpha,Soricidae,Blarina,Short-tailed shrew,Blarina brevicauda ,,free,Escherichia coli,Escherichia coli,,feces,yes,no,,,12,32,NA,,,NA,NA,NA,,,NA,NA,,Has more information on antibiotic resistance,,NA,NA,NA,NA,NA,NA,NA,NA,Moderate,2
Allen et al.,2010,Allen et al. 2010,Yes,Google Scholar,"Canada, Ontario, landfill",no,North America,culture broth and plate,Conventional,NA,NA,,NA,Animal,Mammal,Soricomorpha,Soricidae,Blarina,Short-tailed shrew,Blarina brevicauda ,,free,Escherichia coli,Escherichia coli,,feces,yes,no,,,2,6,NA,,,NA,NA,NA,,,NA,NA,,Has more information on antibiotic resistance,,NA,NA,NA,NA,NA,NA,NA,NA,Moderate,2
Allen et al.,2010,Allen et al. 2010,Yes,Google Scholar,"Canada, Ontario, natural",no,North America,culture broth and plate,Conventional,NA,NA,,NA,Animal,Mammal,Soricomorpha,Soricidae,Blarina,Short-tailed shrew,Blarina brevicauda ,,free,Escherichia coli,Escherichia coli,,feces,yes,no,,,1,8,NA,,,NA,NA,NA,,,NA,NA,,Has more information on antibiotic resistance,,NA,NA,NA,NA,NA,NA,NA,NA,Moderate,2
Allen et al.,2010,Allen et al. 2010,Yes,Google Scholar,"Canada, Ontario, residential",no,North America,culture broth and plate,Conventional,NA,NA,,NA,Animal,Mammal,Soricomorpha,Soricidae,Blarina,Short-tailed shrew,Blarina brevicauda ,,free,Escherichia coli,Escherichia coli,,feces,yes,no,,,9,17,NA,,,NA,NA,NA,,,NA,NA,,Has more information on antibiotic resistance,,NA,NA,NA,NA,NA,NA,NA,NA,Moderate,2
Allen et al.,2010,Allen et al. 2010,Yes,Google Scholar,"Canada, Ontario, swine farm",no,North America,culture broth and plate,Conventional,NA,NA,,NA,Animal,Mammal,Soricomorpha,Soricidae,Blarina,Short-tailed shrew,Blarina brevicauda ,,free,Escherichia coli,Escherichia coli,,feces,yes,no,,,ND,1,NA,,,NA,NA,NA,,,NA,NA,,Has more information on antibiotic resistance,,NA,NA,NA,NA,NA,NA,NA,NA,Moderate,2
Awad-Alla et al.,2010,Awad-Alla et al. 2010,yes,review,"Egypt, Sharkia Provence",no,Eastern Mediterranean,"Biochemical, Culture broth and plate, lab",Conventional,NA,NA,,NA,Animal,Bird,Pelecaniformes,Threskiornithidae,Threskiornis,Sacred ibis,Threskiornis˙aethiopicus,,free,Escherichia coli,Escherichia coli,,"intestines content, tissue (heart blood, lung, liver, spleen, kidney, ovaries), healthy bird (hunted)",yes,no,,,24,55,NA,,,NA,NA,NA,,,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,Low,1
Berry et al.,2019,Berry et al. 2019,yes,Web of Science,"USA, Clay Center, NE",yes,North America,"immunomagnetic separation using anti-O157 Dynabeads, with PCR conformation",Immunologic,1 viable cell,NA,,500 ug of 10 pooled flies,Animal,Insect,Diptera,Calliphoridae,,Blow fly,,,free,Escherichia coli O157:H7,EHEC,,pool 10 flies,yes,no,,,7,284,0.025356485,,,NA,NA,NA,,,NA,NA,,,7,NA,NA,NA,NA,NA,NA,NA,NA,Moderate,2
Berry et al.,2019,Berry et al. 2019,yes,Web of Science,"USA, Clay Center, NE",yes,North America,"immunomagnetic separation using anti-O157 Dynabeads, with PCR conformation",Immunologic,1 viable cell,NA,,500 ug of 10 pooled flies,Animal,Insect,Diptera,Muscidae,Musca,Face fly,Musca autumnalis ,,free,Escherichia coli O157:H7,EHEC,,pool 10 flies,yes,no,,,53,2167,0.024298417,,,NA,NA,NA,,,NA,NA,,,49,NA,NA,NA,NA,NA,NA,NA,NA,Moderate,2
Berry et al.,2019,Berry et al. 2019,yes,Web of Science,"USA, Clay Center, NE",yes,North America,"immunomagnetic separation using anti-O157 Dynabeads, with PCR conformation",Immunologic,1 viable cell,NA,,500 ug of 10 pooled flies,Animal,Insect,Diptera,Sarcophagidae,,,Sarcophagidae,,free,Escherichia coli O157:H7,EHEC,,pool 10 flies,yes,no,,,18,809,0.021910825,,,NA,NA,NA,,,NA,NA,,,17,NA,NA,NA,NA,NA,NA,NA,NA,Moderate,2
Berry et al.,2019,Berry et al. 2019,yes,Web of Science,"USA, Clay Center, NE, 0 m from feedlot",yes,North America,"immunomagnetic separation using anti-O157 Dynabeads, with PCR conformation",Immunologic,1 viable cell,NA,,500 ug of 10 pooled flies,Animal,Insect,Diptera,,,,diptera,Fly (order),free,Escherichia coli O157:H7,EHEC,,pool 10 flies,yes,no,,,58,2079,0.027822109,,,NA,NA,NA,,,NA,NA,,,53,NA,NA,NA,NA,NA,NA,NA,NA,Moderate,2
Berry et al.,2019,Berry et al. 2019,yes,Web of Science,"USA, Clay Center, NE, 120 m from feedlot",yes,North America,"immunomagnetic separation using anti-O157 Dynabeads, with PCR conformation",Immunologic,1 viable cell,NA,,500 ug of 10 pooled flies,Animal,Insect,Diptera,,,,diptera,Fly (order),free,Escherichia coli O157:H7,EHEC,,pool 10 flies,yes,no,,,24,1293,0.018476425,,,NA,NA,NA,,,NA,NA,,,23,NA,NA,NA,NA,NA,NA,NA,NA,Moderate,2
Berry et al.,2019,Berry et al. 2019,yes,Web of Science,"USA, Clay Center, NE, 180 m from feedlot",yes,North America,"immunomagnetic separation using anti-O157 Dynabeads, with PCR conformation",Immunologic,1 viable cell,NA,,500 ug of 10 pooled flies,Animal,Insect,Diptera,,,,diptera,Fly (order),free,Escherichia coli O157:H7,EHEC,,pool 10 flies,yes,no,,,25,1205,0.020785054,,,NA,NA,NA,,,NA,NA,,,24,NA,NA,NA,NA,NA,NA,NA,NA,Moderate,2
Berry et al.,2019,Berry et al. 2019,yes,Web of Science,"USA, Clay Center, NE, 60 m from feedlot",yes,North America,"immunomagnetic separation using anti-O157 Dynabeads, with PCR conformation",Immunologic,1 viable cell,NA,,500 ug of 10 pooled flies,Animal,Insect,Diptera,,,,diptera,Fly (order),free,Escherichia coli O157:H7,EHEC,,pool 10 flies,yes,no,,,31,1651,0.019028495,,,NA,NA,NA,,,NA,NA,,,30,NA,NA,NA,NA,NA,NA,NA,NA,Moderate,2
Berry et al.,2019,Berry et al. 2019,yes,Web of Science,"USA, Clay Center, NE",yes,North America,"immunomagnetic separation using anti-O157 Dynabeads, with PCR conformation",Immunologic,1 viable cell,NA,,500 ug of 10 pooled flies,Animal,Insect,Diptera,Muscidae,Musca,House fly,Musca domestica,,free,Escherichia coli O157:H7,EHEC,,pool 10 flies,yes,no,,,61,3093,0.019657245,,,NA,NA,NA,,,NA,NA,,,56,NA,NA,NA,NA,NA,NA,NA,NA,Moderate,2
Berry et al.,2019,Berry et al. 2019,yes,Web of Science,"USA, Clay Center, NE",yes,North America,"immunomagnetic separation using anti-O157 Dynabeads, with PCR conformation",Immunologic,1 viable cell,NA,,500 ug of 10 pooled flies,Animal,Insect,Diptera,Muscidae,Stomoxys,Stable  fly,Stomoxys calcitrans ,,free,Escherichia coli O157:H7,EHEC,,pool 10 flies,yes,no,,,1,876,0.001144502,,,NA,NA,NA,,,NA,NA,,,1,NA,NA,NA,NA,NA,NA,NA,NA,Moderate,2
"Binkley, L. E.",2015,"Binkley, L. E. 2015",Thesis,Google Scholar,"USA, Ohio, Columbus",yes,North America,culture broth and plate,Conventional,NA,NA,,1 g,Animal,Bird,Anseriformes,Anatidae,Branta,Canada goose,Branta canadensis,,free,Escherichia coli,Escherichia coli,,feces,yes,no,,,10,93,NA,,,NA,NA,NA,,,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,High,3
Brittingham et al.,1988,Brittingham et al. 1988,yes,review,"USA, Wisconsin, Sauk/Dane County",yes,North America,"biochemical, culture broth and plate",Conventional,NA,NA,,NA,Animal,Bird,Passeriformes,Fringillidae,Spinus,American goldfinch,Cardeulis tristis,,free,Escherichia coli,Escherichia coli,,"feces, cloacal swabs",yes,no,,,ND,25,NA,,,NA,NA,NA,,,NA,NA,,Other species measured but less than 3 samples per species.  Also broken down by bacterial species but not connected to animal.,,NA,NA,NA,NA,NA,NA,NA,NA,Low,1
Brittingham et al.,1988,Brittingham et al. 1988,yes,review,"USA, Wisconsin, Sauk/Dane County",yes,North America,"biochemical, culture broth and plate",Conventional,NA,NA,,NA,Animal,Bird,Passeriformes,Paridae,Poecile,Black-capped chickadee,Parus atricapillus,,free,Escherichia coli,Escherichia coli,,"feces, cloacal swabs",yes,no,,,3,290,0.01,,,NA,NA,NA,,,NA,NA,,Other species measured but less than 3 samples per species.  Also broken down by bacterial species but not connected to animal.,,NA,NA,NA,NA,NA,NA,NA,NA,Low,1
Brittingham et al.,1988,Brittingham et al. 1988,yes,review,"USA, Wisconsin, Sauk/Dane County",yes,North America,"biochemical, culture broth and plate",Conventional,NA,NA,,NA,Animal,Bird,Passeriformes,Passerellidae,Junco,Dark-eyed junco,Junco hyemalis,,free,Escherichia coli,Escherichia coli,,"feces, cloacal swabs",yes,no,,,ND,40,NA,,,NA,NA,NA,,,NA,NA,,Other species measured but less than 3 samples per species.  Also broken down by bacterial species but not connected to animal.,,NA,NA,NA,NA,NA,NA,NA,NA,Low,1
Brittingham et al.,1988,Brittingham et al. 1988,yes,review,"USA, Wisconsin, Sauk/Dane County",yes,North America,"biochemical, culture broth and plate",Conventional,NA,NA,,NA,Animal,Bird,Passeriformes,Sittidae,Sitta,White-breasted nuthatch,Sitta carolinensis,,free,Escherichia coli,Escherichia coli,,"feces, cloacal swabs",yes,no,,,ND,19,NA,,,NA,NA,NA,,,NA,NA,,Other species measured but less than 3 samples per species.  Also broken down by bacterial species but not connected to animal.,,NA,NA,NA,NA,NA,NA,NA,NA,Low,1
Bublitz et al.,2015,Bublitz et al. 2015,yes,Google Scholar,"Madagascar, Ranomafana National Park",no,Africa,"PCR(Enterotoxin (LT) gene, 117 bp)",Molecular,NA,NA,,NA,Animal,Mammal,Primate,,,,"Avahi laniger, Eulemur reinvented, Hap lemur aurous, Microcopies Rufus, Propithecus edwardsi, and Prolemur simus ",,free,Escherichia coli,Escherichia coli,,feces,yes,no,,,8,24,0.33,,,NA,NA,NA,,,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,Low,1
Bublitz et al.,2015,Bublitz et al. 2015,yes,Google Scholar,"Madagascar, Ranomafana National Park",no,Africa,"PCR(Enterotoxin (LT) gene, 117 bp)",Molecular,NA,NA,,NA,Animal,Mammal,Rodent,,,,,,free,Escherichia coli,Escherichia coli,,feces,yes,no,,,10,33,NA,,,NA,NA,NA,,,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,Low,1
Burrus et al.,2017,Burrus et al. 2017,yes,Web of Science,"USA, North Central Florida",yes,North America,"Culture, CHROMAgar",Conventional,NA,NA,,Pools of 4-25 flies,Animal,Insect,Diptera,Muscidae,Musca,House fly,Musca domestica ,,free,Escherichia coli O157,EHEC,,Flies,yes,no,,,8,33,NA,,,NA,NA,NA,,,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,Moderate,2
Burrus et al.,2017,Burrus et al. 2017,yes,Web of Science,"USA, North Central Florida",yes,North America,"PCR (flic, rfb)",Molecular,NA,NA,,Pools of 4-25 flies,Animal,Insect,Diptera,Muscidae,Musca,House fly,Musca domestica ,,free,Escherichia coli O157,EHEC,,Flies,yes,no,,,8,33,NA,,,NA,NA,NA,,,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,Moderate,2
Carroll et al,2015,Carroll et al 2015,yes,review,"Ireland, Howth Harbor/Goat Island/Lough Boora/Edenderry/Wicklow Mountains",no,Europe,"confirm PCR (chuA, yjaA, tspE4.C2), disc diffusion, biochemical, culture plate",Conventional,NA,NA,,NA,Animal,Bird,Charadriiformes,Laridae,Chroicocephalus,Black-headed gull,Larus ridibundus,,free,Escherichia coli,Escherichia coli,,feces,yes,no,,,7,30,0.23,,,NA,NA,NA,,,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,Low,1
Carroll et al,2015,Carroll et al 2015,yes,review,"Ireland, Howth Harbor/Goat Island/Lough Boora/Edenderry/Wicklow Mountains",no,Europe,"confirm PCR (chuA, yjaA, tspE4.C2), disc diffusion, biochemical, culture plate",Conventional,NA,NA,,NA,Animal,Bird,Passeriformes,Sturnidae,Sturnus,European starling,Sturnus vulgaris,,free,Escherichia coli,Escherichia coli,,feces,yes,no,,,9,26,0.35,,,NA,NA,NA,,,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,Low,1
Carroll et al,2015,Carroll et al 2015,yes,review,"Ireland, Howth Harbor/Goat Island/Lough Boora/Edenderry/Wicklow Mountains",no,Europe,"confirm PCR (chuA, yjaA, tspE4.C2), disc diffusion, biochemical, culture plate",Conventional,NA,NA,,NA,Animal,Bird,Charadriiformes,Laridae,Larus,Herring gull,Larus argentatus,,free,Escherichia coli,Escherichia coli,,feces,yes,no,,,13,30,0.43,,,NA,NA,NA,,,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,Low,1
Carroll et al,2015,Carroll et al 2015,yes,review,"Ireland, Howth Harbor/Goat Island/Lough Boora/Edenderry/Wicklow Mountains",no,Europe,"confirm PCR (chuA, yjaA, tspE4.C2), disc diffusion, biochemical, culture plate",Conventional,NA,NA,,NA,Animal,Bird,Charadriiformes,Laridae,Larus,Lesser black-back gulls,Larus fuscus,,free,Escherichia coli,Escherichia coli,,feces,yes,no,,,27,30,0.9,,,NA,NA,NA,,,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,Low,1
Carvalho et al.,2003,Carvalho et al. 2003,yes,review,"Brazil, Sao Paulo",no,South America,"PCR, microscope, action aggregation, biochemical, culture plate ",Molecular,NA,NA,,swab variable,Animal,Mammal,Primates,Cercopithecidae,Chlorocebus,,Callithrix,New world primates (genus),free,Escherichia coli eae,EPEC,,"colon swab, dead animal, diarrhea or enteritis",yes,no,,,7,16,NA,,,NA,NA,NA,,,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,Low,1
Carvalho et al.,2003,Carvalho et al. 2003,yes,review,"Brazil, Sao Paulo",no,South America,"PCR, microscope, action aggregation, biochemical, culture plate ",Molecular,NA,NA,,swab variable,Animal,Mammal,Primates,Cercopithecidae,Chlorocebus,,Callithrix,New world primates (genus),free,Escherichia coli eae,EPEC,,rectal and colon swab,yes,no,,,18,56,NA,,,NA,NA,NA,,,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,Low,1
Carvalho et al.,2003,Carvalho et al. 2003,yes,review,"Brazil, Sao Paulo",no,South America,"PCR, microscope, action aggregation, biochemical, culture plate ",Molecular,NA,NA,,swab variable,Animal,Mammal,Primates,Cercopithecidae,Chlorocebus,,Callithrix,New world primates (genus),free,Escherichia coli eae,EPEC,,"rectal and colon swab, had diarrhea or enteritis",yes,no,,,8,17,NA,,,NA,NA,NA,,,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,Low,1
Carvalho et al.,2003,Carvalho et al. 2003,yes,review,"Brazil, Sao Paulo",no,South America,"PCR, microscope, action aggregation, biochemical, culture plate ",Molecular,NA,NA,,swab variable,Animal,Mammal,Primates,Cercopithecidae,Chlorocebus,,Callithrix,New world primates (genus),free,Escherichia coli eae,EPEC,,"rectal and colon swab, healty",yes,no,,,10,39,NA,,,NA,NA,NA,,,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,Low,1
Carvalho et al.,2003,Carvalho et al. 2003,yes,review,"Brazil, Sao Paulo",no,South America,"PCR, microscope, action aggregation, biochemical, culture plate ",Molecular,NA,NA,,swab variable,Animal,Mammal,Primates,Cercopithecidae,Chlorocebus,,Callithrix,New world primates (genus),free,Escherichia coli eae,EPEC,,rectal swab,yes,no,,,ND,8,NA,,,NA,NA,NA,,,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,Low,1
Carvalho et al.,2003,Carvalho et al. 2003,yes,review,"Brazil, Sao Paulo",no,South America,"PCR, microscope, action aggregation, biochemical, culture plate ",Molecular,NA,NA,,swab variable,Animal,Mammal,Primates,Cercopithecidae,Chlorocebus,,Callithrix,New world primates (genus),"1 captive, 32 captured from urban areas.","Escherichia coli LT-I, LT-II, STa, STb, Stx1, and Stx2 genes",EPEC,,rectal and colon swab,yes,no,,,ND,56,NA,,,NA,NA,NA,,,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,Low,1
Cizek et al. ,1999,Cizek et al.  1999,yes,review,"Czech Republic, South East",no,Europe,"confirm PCR (stx1, stx2, eaeA) Culture, agglutination H7, biochemical O157",Conventional,NA,NA,,1 g,Animal,Mammal,Rodentia,Muridae,Rattus,Brown rat,Rattus norvegicus,,free,Escherichia coli O157,STEC,,tissue colon,yes,no,,,4,10,NA,,,NA,NA,NA,,,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,Low,1
Cizek et al. ,1999,Cizek et al.  1999,yes,review,"Czech Republic, South East",no,Europe,"confirm PCR (stx1, stx2, eaeA) Culture, agglutination H7, biochemical O160",Conventional,NA,NA,,1 g,Animal,Mammal,Rodentia,Muridae,Mus,House mouse,Mus musculus,,free,Escherichia coli O157,STEC,,feces,yes,no,,,0,2,NA,,,NA,NA,NA,,,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,Low,1
Cizek et al. ,1999,Cizek et al.  1999,yes,review,"Czech Republic, South East",no,Europe,"confirm PCR (stx1, stx2, eaeA) Culture, agglutination H7, biochemical O159",Conventional,NA,NA,,1 g,Animal,Bird,Passeriformes,Passeridae,Passer,House sparrow,Passer domesticus,,free,Escherichia coli O157,STEC,,feces,yes,no,,,0,20,NA,,,NA,NA,NA,,,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,Low,1
Cizek et al. ,1999,Cizek et al.  1999,yes,review,"Czech Republic, South East",no,Europe,"confirm PCR (stx1, stx2, eaeA) Culture, agglutination H7, biochemical O158",Conventional,NA,NA,,1 g,Animal,Bird,Columbiformes,Columbidae,Columba,Pigeon,Columba livia f. domestica,,free,Escherichia coli O157,STEC,,feces,yes,no,,,0,50,NA,,,NA,NA,NA,,,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,Low,1
Cizek et al. ,1999,Cizek et al.  1999,yes,review,"Czech Republic, South East",no,Europe,"confirm PCR (stx1, stx2, eaeA) Culture, agglutination H7, biochemical O161",Conventional,NA,NA,,1 g,Animal,Mammal,Rodentia,Muridae,Apodemus,Wood mouse,Apodemus sylvaticus,,free,Escherichia coli O157,STEC,,feces,yes,no,,,0,7,NA,,,NA,NA,NA,,,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,Low,1
Contreras-Rodriguez et al.,2019,Contreras-Rodriguez et al. 2019,yes,Google Scholar,"Mexico, Gulf of California, Isla Rasa",no,North America,culture broth and plate,Conventional,NA,NA,,NA,Animal,Bird,Charadriiformes,Laridae,Thalasseus,Elegant tern,Thalasseus elegans,,free,Escherichia coli,Escherichia coli,,feces,yes,no,,,3,51,NA,,,NA,NA,NA,,,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,Low,1
Contreras-Rodriguez et al.,2019,Contreras-Rodriguez et al. 2019,yes,Google Scholar,"Mexico, Gulf of California, Isla Rasa",no,North America,culture broth and plate,Conventional,NA,NA,,NA,Animal,Bird,Charadriiformes,Laridae,Larus,Heermann's gull ,Larus heermanni,,free,Escherichia coli,Escherichia coli,,feces,yes,no,,,12,44,NA,,,NA,NA,NA,,,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,Low,1
Fallacara et al.,2001,Fallacara et al. 2001,yes,review,"USA,  Ohio, Battlle-Darby Creek, Hoover Dam, Antrim Park, Sharon Woods, Griggs Reservior, Scioto Park",yes,North America,"biochemical test, Culture, sub culture",Conventional,NA,NA,,variable swab,Animal,Bird,,,,,,Waterfowl Domestic/Hybrid species,free,Escherichia coli,Escherichia coli,,feces,yes,no,,,4,10,NA,,,NA,NA,NA,,,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,Moderate,2
